Agent_ID,Kick_Time,Distance_To_Focal,vx,vy
5,102.24,0.055371924,0.0465,0.0706
1,102.24,0.134246974,0.0529,0.0462
2,102.24,0.135690567,0.0504,0.0525
3,102.72,0.0,0.0009,0.1056
5,102.72,0.049123212,0.035,0.0933
4,102.72,0.064486433,0.0317,0.0873
2,102.72,0.1201673,0.0544,0.0816
1,102.72,0.165239977,0.0589,0.0646
3,103.8,0.0,-0.0867,0.127
5,103.8,0.026271087,-0.0745,0.1496
4,103.8,0.047377737,-0.0563,0.1597
2,103.8,0.05653468,-0.0565,0.1831
1,103.8,0.125580333,-0.0276,0.1852
3,104.4,0.0,-0.039,0.02
4,104.4,0.0,-0.0743,0.0516
2,104.4,0.02316247,-0.0306,0.0537
5,104.4,0.0406277,-0.0065,0.0289
1,104.4,0.093320362,-0.0304,0.0707
3,105.32,0.0,-0.0611,0.0117
2,105.32,0.0,-0.0464,0.0296
4,105.32,0.052277911,-0.0278,-0.0286
5,105.32,0.079097724,-0.0206,0.0124
1,105.32,0.084189429,-0.0675,0.0184
3,106.36,0.0,-0.0459,-0.0232
2,106.36,0.0,-0.0459,-0.0232
4,106.36,0.053640004,-0.0389,-0.0183
1,106.36,0.084570089,-0.0303,0.0142
5,106.36,0.096540406,-0.0271,0.0012
3,106.72,0.0,-0.0143,-0.0019
2,106.72,0.028230657,-0.0399,-0.0138
4,106.72,0.060530736,-0.0055,-0.0019
1,106.72,0.075795316,-0.0223,0.0064
5,106.72,0.09085648,-0.0204,0.0017
3,107.12,0.0,-0.0316,-0.0097
2,107.12,0.032393364,-0.0358,-0.0105
4,107.12,0.041335941,-0.0502,-0.0022
1,107.12,0.055915114,-0.0514,-0.0072
5,107.12,0.101915897,-0.023,0.004
3,107.64,0.0,-0.0514,-0.0176
1,107.64,0.053361128,-0.0544,-0.0093
4,107.64,0.053693203,-0.0733,-0.0427
2,107.64,0.056718427,-0.0529,-0.0522
5,107.64,0.115122283,-0.0456,0.0053
3,108.88,0.0,-0.0871,-0.1065
2,108.88,0.04751947,-0.0495,-0.1063
1,108.88,0.056142408,-0.0846,-0.1044
4,108.88,0.077009415,-0.0419,-0.1086
5,108.88,0.09940166,-0.1054,-0.1053
3,110.08,0.0,0.009,-0.1357
2,110.08,0.020719556,0.0198,-0.0769
5,110.08,0.020719556,-0.0601,-0.1735
4,110.08,0.047365916,-0.0015,-0.0998
1,110.08,0.056953051,0.0003,-0.1122
3,110.6,0.0,0.0318,-0.0494
5,110.6,0.055309041,0.0157,-0.0058
2,110.6,0.055375988,0.0572,-0.0966
1,110.6,0.063111409,0.0444,-0.0604
4,110.6,0.080192331,0.0625,-0.0611
3,111.24,0.0,0.0731,-0.07
2,111.24,0.0,0.0306,-0.0345
5,111.24,0.053895083,0.0753,-0.0715
4,111.24,0.069328926,0.0674,-0.0272
1,111.24,0.093526948,0.0893,-0.0364
3,111.6,0.0,0.0268,-0.027
5,111.6,0.048071301,0.035,-0.0341
2,111.6,0.057182165,0.0836,-0.0204
4,111.6,0.068926192,0.0196,-0.007
1,111.6,0.095534078,0.0287,-0.0262
3,112.44,0.0,0.1015,-0.0184
2,112.44,0.039929939,0.0839,-0.0174
4,112.44,0.052896881,0.0372,0.0025
5,112.44,0.053107532,0.053,-0.0271
1,112.44,0.074828871,0.0897,-0.0384
3,113.04,0.0,0.082,0.0122
2,113.04,0.018528357,0.0457,0.0229
1,113.04,0.0551,0.0563,0.0142
5,113.04,0.088584649,0.0373,0.0082
4,113.04,0.094549458,0.1094,0.0508
3,113.96,0.0,0.0411,0.068
2,113.96,0.13509678,0.0799,0.1782
5,113.96,0.139882379,0.1367,0.1732
1,113.96,0.143123618,0.0778,0.1509
4,113.96,0.231585254,0.0456,0.2064
3,114.4,0.0,0.0259,0.0683
2,114.4,0.117388245,-0.0338,0.0558
1,114.4,0.121459458,-0.0005,0.058
5,114.4,0.149880019,-0.039,0.07
4,114.4,0.211179781,-0.0451,0.0454
3,114.8,0.0,0.0137,0.0466
1,114.8,0.101219761,-0.0145,0.0348
2,114.8,0.140011035,-0.0586,0.0376
5,114.8,0.186824115,-0.0463,0.0559
4,114.8,0.239617049,-0.0428,0.058
3,115.36,0.0,-0.0712,0.1241
1,115.36,0.053641122,-0.0488,0.0554
2,115.36,0.066251792,-0.0256,0.066
5,115.36,0.110421012,-0.0313,0.0583
4,115.36,0.14299993,-0.0431,0.0301
3,115.8,0.0,-0.0417,0.0523
1,115.8,0.055213404,-0.0337,0.0396
2,115.8,0.068179249,-0.0549,0.0394
4,115.8,0.089443725,-0.0263,-0.0017
5,115.8,0.10735255,-0.0686,0.0115
3,117.12,0.0,-0.2139,-0.1045
5,117.12,0.053401498,-0.1162,-0.2015
2,117.12,0.054849339,-0.2062,-0.1184
4,117.12,0.090422121,-0.1606,-0.0844
1,117.12,0.106856212,-0.1919,-0.0452
3,118.08,0.0,0.0069,-0.0965
2,118.08,0.038452568,0.0189,-0.1142
5,118.08,0.041950566,0.0186,-0.0835
1,118.08,0.084723078,-0.0581,-0.089
4,118.08,0.107434864,-0.0407,-0.0916
3,118.92,0.0,-0.0322,-0.044
4,118.92,0.044318958,-0.0162,-0.1104
5,118.92,0.045053857,-0.0262,-0.0452
2,118.92,0.049906412,0.0068,-0.0983
1,118.92,0.055717591,-0.0402,-0.0725
3,120.0,0.0,0.1092,-0.0631
5,120.0,0.042761197,0.0575,-0.0469
1,120.0,0.044934842,0.0843,-0.0805
2,120.0,0.060621118,0.11,-0.0738
4,120.0,0.098217361,0.0504,-0.0587
3,120.68,0.0,0.0669,-0.0237
2,120.68,0.04431625,0.0826,-0.0039
1,120.68,0.055649708,0.0371,-0.046
5,120.68,0.056356011,0.0505,-0.0227
4,120.68,0.14200919,0.0183,-0.0401
3,121.08,0.0,0.0496,0.0131
2,121.08,0.048507731,0.0393,0.0059
1,121.08,0.055782614,0.0478,-0.0116
5,121.08,0.088548574,0.0211,-0.0019
4,121.08,0.106660443,0.0844,-0.0137
3,122.44,0.0,0.1321,0.2432
4,122.44,0.101617764,0.2364,0.1515
2,122.44,0.135957971,0.156,0.1588
1,122.44,0.170114226,0.185,0.0818
5,122.44,0.177527378,0.1583,0.1132
3,123.56,0.0,-0.0781,0.0863
4,123.56,0.063737273,-0.0274,0.1469
5,123.56,0.108635583,0.0145,0.1545
2,123.56,0.11408545,-0.0197,0.1477
1,123.56,0.136981495,0.0129,0.1521
3,124.2,0.0,-0.1174,0.0595
4,124.2,0.030734996,-0.147,0.0765
5,124.2,0.077252055,-0.1061,0.1025
2,124.2,0.111708773,-0.0961,0.1148
1,124.2,0.176771547,-0.0505,0.0801
3,124.76,0.0,-0.0816,-0.0043
4,124.76,0.03815783,-0.1029,-0.0184
5,124.76,0.050625784,-0.0935,0.0215
2,124.76,0.070731393,-0.1219,0.0192
1,124.76,0.150951814,-0.0894,0.0492
3,125.24,0.0,-0.0575,-0.0473
5,125.24,0.022528205,-0.0748,-0.0213
4,125.24,0.043353085,-0.0439,-0.051
2,125.24,0.074323079,-0.0592,-0.0265
1,125.24,0.138324004,-0.0681,-0.0003
3,125.68,0.0,-0.0292,-0.0277
5,125.68,0.036792662,-0.0365,-0.0552
2,125.68,0.042320681,-0.0558,-0.0511
4,125.68,0.095058088,-0.0337,-0.0807
1,125.68,0.113448182,-0.0533,-0.037
3,127.08,0.0,-0.0279,-0.0577
1,127.08,0.033526109,-0.1091,-0.0752
2,127.08,0.07171785,-0.0526,-0.1325
4,127.08,0.099763821,-0.0578,-0.06
5,127.08,0.099763821,-0.0651,-0.1209
3,127.44,0.0,-0.0175,-0.0421
1,127.44,0.040984875,-0.0105,-0.0195
2,127.44,0.072887996,0.0073,-0.032
4,127.44,0.074697925,0.0131,-0.0193
5,127.44,0.074697925,0.0131,-0.0193
3,128.56,0.0,0.0703,-0.1446
4,128.56,0.041586657,0.023,-0.0576
5,128.56,0.041586657,0.023,-0.0576
1,128.56,0.056748304,0.0272,-0.1006
2,128.56,0.075223467,0.1026,-0.074
3,129.2,0.0,0.0166,-0.0264
4,129.2,0.042500471,0.0137,-0.0393
1,129.2,0.053498878,0.0609,-0.0477
5,129.2,0.063669459,0.008,0.0025
2,129.2,0.088055096,0.0299,-0.0296
3,129.88,0.0,0.0682,-0.0447
4,129.88,0.008908984,0.1111,-0.0534
1,129.88,0.043613874,0.0149,-0.0384
2,129.88,0.075408222,0.0557,-0.047
5,129.88,0.099904454,0.0383,-0.024
3,130.6,0.0,0.1233,0.009
5,130.6,0.051265973,0.155,-0.0315
4,130.6,0.066044606,0.1871,0.0334
1,130.6,0.069368941,0.1506,0.0353
2,130.6,0.116369283,0.1472,0.0644
3,131.16,0.0,0.1024,0.0549
5,131.16,0.04518949,0.1048,0.0434
1,131.16,0.051197266,0.0972,0.0374
4,131.16,0.071312271,0.0902,0.0882
2,131.16,0.129826114,0.0784,0.0998
3,131.76,0.0,0.0546,0.028
4,131.76,0.032959672,0.0173,0.0087
5,131.76,0.049491919,0.0518,0.0338
1,131.76,0.079722644,0.0437,0.0573
2,131.76,0.15183165,-0.0174,0.0739
3,132.56,0.0,-0.0309,0.0015
5,132.56,0.0725,-0.0044,0.055
4,132.56,0.081468153,-0.0015,0.0405
1,132.56,0.149709652,-0.0307,0.0715
2,132.56,0.243060692,-0.0615,0.0912
3,133.08,0.0,-0.0597,0.0904
4,133.08,0.075965058,-0.0475,0.0729
5,133.08,0.076286303,-0.078,0.0866
1,133.08,0.113176058,-0.0501,0.0536
2,133.08,0.156217349,-0.0553,0.0034
3,134.12,0.0,-0.086,0.1442
4,134.12,0.055000364,-0.1425,0.1482
5,134.12,0.070570532,-0.097,0.1286
1,134.12,0.093972762,-0.0151,0.0825
2,134.12,0.098065794,-0.114,0.0734
3,134.84,0.0,-0.1076,0.0082
5,134.84,0.044797321,-0.0918,-0.0126
4,134.84,0.058691056,-0.0754,0.0024
2,134.84,0.063944976,-0.1029,-0.0315
1,134.84,0.096912435,-0.0995,-0.0001
3,135.88,0.0,-0.1135,-0.109
4,135.88,0.035201278,-0.1402,-0.1234
2,135.88,0.078503121,-0.0678,-0.0745
5,135.88,0.105966504,-0.0438,-0.0387
1,135.88,0.108799357,-0.1441,-0.0588
3,136.4,0.0,-0.0305,-0.0187
4,136.4,0.032442256,-0.0203,-0.025
2,136.4,0.06455029,-0.0043,-0.0379
1,136.4,0.092759474,-0.0264,-0.0414
5,136.4,0.113034729,-0.0082,-0.0215
3,136.8,0.0,-0.0097,-0.0162
2,136.8,0.042313591,-0.0214,-0.0355
4,136.8,0.042313591,-0.0114,-0.0047
1,136.8,0.068801817,-0.0213,-0.0381
5,136.8,0.111026573,-0.0056,-0.0212
3,138.04,0.0,0.0552,-0.1519
2,138.04,0.027430275,0.0283,-0.1678
1,138.04,0.04587374,0.0318,-0.1622
5,138.04,0.069169502,-0.0132,-0.1749
4,138.04,0.094037652,0.0016,-0.1067
3,138.84,0.0,0.1462,-0.0502
1,138.84,0.045876356,0.09,-0.0544
2,138.84,0.052086467,0.1073,-0.0713
5,138.84,0.052086467,0.1003,-0.1161
4,138.84,0.071706973,0.133,-0.0871
3,139.76,0.0,0.1301,0.0343
1,139.76,0.040107481,0.1215,-0.0072
4,139.76,0.07078093,0.1156,-0.0353
5,139.76,0.07241892,0.1318,-0.0208
2,139.76,0.073168094,0.1487,-0.0338
3,140.52,0.0,0.0633,0.0505
1,140.52,0.0605404,0.0662,0.0097
5,140.52,0.063565478,0.0915,0.043
2,140.52,0.10569508,0.0426,0.0248
4,140.52,0.111280007,0.0418,0.005
3,141.52,0.0,-0.0274,0.2094
1,141.52,0.07513621,0.0162,0.1829
5,141.52,0.075165151,0.0405,0.2094
2,141.52,0.151042544,0.071,0.1558
4,141.52,0.190099185,0.0703,0.0863
3,142.16,0.0,-0.0903,0.0801
1,142.16,0.077103826,-0.0622,0.0863
5,142.16,0.091573359,-0.0559,0.0955
4,142.16,0.241274325,0.0079,0.0537
2,142.16,0.266769751,0.0303,0.0148
3,143.32,0.0,-0.1672,-0.0031
1,143.32,0.027960329,-0.1941,0.0388
5,143.32,0.068529191,-0.1879,0.0751
2,143.32,0.111291015,-0.2246,0.1778
4,143.32,0.193222695,-0.1067,0.1167
3,144.28,0.0,-0.0446,-0.042
1,144.28,0.019880644,-0.0711,-0.0233
2,144.28,0.028309892,-0.1269,-0.0261
5,144.28,0.044978217,-0.0761,-0.0408
4,144.28,0.113915978,-0.0993,0.0379
3,145.32,0.0,-0.0267,-0.0613
5,145.32,0.033643127,-0.0732,-0.0684
2,145.32,0.035242304,-0.047,-0.0833
1,145.32,0.043519766,-0.0419,-0.0812
4,145.32,0.081520611,-0.0638,-0.0142
3,146.52,0.0,-0.0116,-0.0749
5,146.52,0.043582221,-0.0196,-0.1376
4,146.52,0.077050892,-0.0172,-0.1376
1,146.52,0.099237342,0.0044,-0.1447
2,146.52,0.12729513,0.0357,-0.1561
3,147.16,0.0,0.0108,-0.0222
5,147.16,0.059759685,0.0272,-0.0465
4,147.16,0.094511904,0.0155,-0.0479
1,147.16,0.117362515,0.0432,-0.0409
2,147.16,0.138946644,0.0087,-0.0357
3,147.8,0.0,0.026,-0.0341
5,147.8,0.097616648,0.0426,-0.0726
4,147.8,0.120211231,0.0458,-0.0505
1,147.8,0.127098112,0.0298,-0.0434
2,147.8,0.143187744,0.0487,-0.0278
3,148.16,0.0,0.0106,-0.0138
5,148.16,0.119771783,0.0533,-0.0256
1,148.16,0.132614667,0.0217,-0.0173
4,148.16,0.141617089,0.0307,-0.0227
2,148.16,0.164205877,0.0444,-0.0154
3,148.72,0.0,0.074,-0.0569
5,148.72,0.060710625,0.0465,-0.0044
1,148.72,0.097415861,0.0804,-0.0181
2,148.72,0.097415861,0.0037,-0.0224
4,148.72,0.122359552,0.0713,-0.0232
3,150.4,0.0,0.2598,0.087
4,150.4,0.043381332,0.1824,0.1102
5,150.4,0.066038549,0.2011,0.089
1,150.4,0.143884676,0.1821,0.0396
2,150.4,0.237609301,0.0642,0.0011
3,151.2,0.0,-0.0053,0.1031
4,151.2,0.091807244,-0.0074,0.0435
5,151.2,0.096673988,0.0036,0.0653
1,151.2,0.167907623,0.0345,0.073
2,151.2,0.284069886,0.0509,0.0147
3,152.32,0.0,-0.1059,0.1222
5,152.32,0.044079587,-0.0952,0.1742
4,152.32,0.093737186,-0.0688,0.1452
1,152.32,0.113515197,-0.0442,0.1938
2,152.32,0.130716525,0.0217,0.2585
3,152.72,0.0,-0.0564,0.0284
5,152.72,0.062163092,-0.0785,0.0209
4,152.72,0.081483311,-0.0556,0.0501
1,152.72,0.09369936,-0.0511,0.0576
2,152.72,0.102094319,-0.0576,0.0574
3,153.36,0.0,-0.1342,-0.0388
1,153.36,0.063438868,-0.1421,0.0015
2,153.36,0.070074603,-0.1432,-0.008
5,153.36,0.074690896,-0.1359,-0.0531
4,153.36,0.112251503,-0.0923,-0.001
3,154.08,0.0,-0.0829,-0.0882
1,154.08,0.051342185,-0.0973,-0.0893
2,154.08,0.073641361,-0.0861,-0.0924
5,154.08,0.092310617,-0.0755,-0.1118
4,154.08,0.115476405,-0.0797,-0.0806
3,154.96,0.0,-0.0004,-0.1097
2,154.96,0.025434229,-0.0202,-0.0608
1,154.96,0.063862117,-0.0056,-0.1332
4,154.96,0.073882745,-0.0453,-0.0918
5,154.96,0.078663651,0.0428,-0.1019
3,155.48,0.0,0.0105,-0.061
2,155.48,0.066283407,0.0647,-0.0853
4,155.48,0.088552809,0.0284,-0.0883
5,155.48,0.102850231,0.0507,-0.073
1,155.48,0.11527658,0.0591,-0.0858
3,156.84,0.0,0.144,-0.0816
4,156.84,0.070288121,0.1217,-0.1003
5,156.84,0.103849892,0.18,-0.0503
1,156.84,0.120068397,0.1676,-0.0533
2,156.84,0.121753891,0.2186,-0.0534
3,159.56,0.0,0.2187,0.1944
5,159.56,0.045235495,0.1679,0.2821
4,159.56,0.053983794,0.2029,0.1987
1,159.56,0.067483479,0.1505,0.1894
2,159.56,0.070705375,0.0856,0.2839
3,160.88,0.0,-0.0956,0.1203
5,160.88,0.048343976,-0.0871,0.1129
2,160.88,0.059737844,-0.1196,0.0977
4,160.88,0.071259035,-0.0747,0.1428
1,160.88,0.093813965,-0.0734,0.1047
3,161.68,0.0,-0.144,0.0239
5,161.68,0.041557911,-0.1548,0.0283
2,161.68,0.04704551,-0.1538,-0.0278
1,161.68,0.060372262,-0.1506,0.074
4,161.68,0.109936891,-0.1056,0.0296
3,163.36,0.0,-0.1432,-0.1348
2,163.36,0.022547062,-0.1163,-0.1194
1,163.36,0.022975204,-0.1926,-0.1379
5,163.36,0.052344245,-0.1623,-0.1101
4,163.36,0.098206161,-0.1749,-0.0836
3,163.84,0.0,-0.0075,-0.0129
1,163.84,0.030559123,-0.0175,-0.0219
5,163.84,0.048639079,-0.0109,-0.0159
2,163.84,0.051995384,0.006,-0.0751
4,163.84,0.096944984,-0.0171,-0.0039
3,165.72,0.0,0.2401,-0.2181
5,165.72,0.042942403,0.1899,-0.2506
2,165.72,0.050556206,0.1972,-0.1777
4,165.72,0.052013268,0.1421,-0.2442
1,165.72,0.129427393,0.1129,-0.1968
3,166.12,0.0,0.0522,0.0141
4,166.12,0.0508944,0.0351,-0.0086
2,166.12,0.065654398,0.0518,-0.0176
5,166.12,0.065920027,0.0276,-0.0131
1,166.12,0.171387427,0.0131,-0.0096
3,166.92,0.0,0.0831,0.048
2,166.92,0.062477036,0.1045,0.0352
4,166.92,0.066228997,0.0797,-0.0152
5,166.92,0.104225765,0.0684,-0.0073
1,166.92,0.164218178,0.0957,0.0284
3,168.44,0.0,0.0506,0.1747
4,168.44,0.017441617,0.1047,0.2009
2,168.44,0.063935045,0.0974,0.1692
5,168.44,0.072289695,0.1337,0.1699
1,168.44,0.099252909,0.1327,0.1605
3,169.48,0.0,-0.0489,0.0827
1,169.48,0.033320864,-0.0006,0.1276
2,169.48,0.054938602,-0.0314,0.1024
4,169.48,0.06297825,-0.0223,0.0446
5,169.48,0.086925543,-0.0294,0.0711
3,170.84,0.0,-0.0604,0.067
2,170.84,0.027770488,-0.1148,0.1293
5,170.84,0.02871672,-0.0767,0.1229
4,170.84,0.03173216,-0.1187,0.1068
1,170.84,0.092781033,-0.1276,0.0804
3,171.56,0.0,-0.0252,0.0195
4,171.56,0.079648792,-0.0686,-0.0009
5,171.56,0.083569193,-0.1011,0.0004
2,171.56,0.098345564,-0.1037,-0.0181
1,171.56,0.171194918,-0.0965,-0.0222
3,172.56,0.0,-0.0755,0.0158
4,172.56,0.099398692,-0.0882,-0.0018
5,172.56,0.12569109,-0.0904,-0.0307
2,172.56,0.171198277,-0.1224,-0.0603
1,172.56,0.236967044,-0.0925,-0.0874
3,174.44,0.0,-0.0627,-0.3414
4,174.44,0.032146073,-0.0104,-0.294
1,174.44,0.070240729,0.05,-0.2057
5,174.44,0.074082387,0.0561,-0.3133
2,174.44,0.090663168,0.0045,-0.2
3,175.36,0.0,0.1595,-0.0296
4,175.36,0.044405518,0.1639,-0.0588
5,175.36,0.045344239,0.1698,0.0311
2,175.36,0.113944021,0.1243,-0.0561
1,175.36,0.118682139,0.1303,-0.0801
3,177.36,0.0,0.094,0.2276
5,177.36,0.01959209,0.0405,0.2146
4,177.36,0.022318154,0.1385,0.2486
2,177.36,0.036180934,0.2013,0.1697
1,177.36,0.117228836,0.1938,0.1785
3,179.0,0.0,-0.0433,0.087
4,179.0,0.025100797,-0.0857,0.1013
2,179.0,0.037731817,-0.0275,0.0869
5,179.0,0.043796119,-0.011,0.068
1,179.0,0.070367393,-0.1105,0.1763
3,179.76,0.0,-0.1286,0.0315
2,179.76,0.01166919,-0.1363,0.0564
5,179.76,0.026432177,-0.1404,0.0447
4,179.76,0.070335482,-0.0353,0.0141
1,179.76,0.07109775,-0.1345,0.0502
3,180.36,0.0,-0.1042,-0.0256
2,180.36,0.020115914,-0.0877,-0.0153
5,180.36,0.048961209,-0.0685,0.0085
1,180.36,0.065874122,-0.0851,-0.0576
4,180.36,0.138639857,-0.035,0.0101
3,181.2,0.0,-0.0872,-0.0792
1,181.2,0.037008648,-0.06,-0.066
2,181.2,0.051927738,-0.0605,-0.0559
5,181.2,0.097063124,-0.0553,-0.0344
4,181.2,0.164544705,-0.0816,-0.0163
3,182.16,0.0,-0.0334,-0.1404
2,182.16,0.039631301,-0.0432,-0.1771
5,182.16,0.067770938,-0.0608,-0.1527
1,182.16,0.071700558,0.0147,-0.18
4,182.16,0.084209857,-0.0923,-0.2261
3,182.8,0.0,0.0147,-0.0298
2,182.8,0.078312196,0.0285,-0.0752
5,182.8,0.080151669,0.0419,-0.0627
1,182.8,0.141420826,0.0692,-0.0799
4,182.8,0.16610012,0.084,-0.0892
3,183.52,0.0,0.1032,-0.068
2,183.52,0.072195914,0.1036,-0.0593
5,183.52,0.083513472,0.105,-0.0591
1,183.52,0.121290766,0.1176,-0.0284
4,183.52,0.130746243,0.0745,-0.0436
3,184.6,0.0,0.2146,0.0062
2,184.6,0.034928498,0.1974,0.0651
4,184.6,0.04556424,0.1326,0.0296
5,184.6,0.046169254,0.1731,0.0105
1,184.6,0.051722819,0.1368,0.0348
3,185.36,0.0,0.0687,0.0874
5,185.36,0.026955704,0.0499,0.0471
2,185.36,0.031296326,0.0658,0.0829
1,185.36,0.065730434,0.0557,0.0712
4,185.36,0.06993211,0.0457,0.0362
3,186.28,0.0,-0.0298,0.1286
4,186.28,0.016456002,-0.0341,0.1899
1,186.28,0.028109073,-0.0072,0.2079
5,186.28,0.028109073,-0.0262,0.1591
2,186.28,0.055023631,-0.0123,0.0993
3,187.44,0.0,-0.1031,0.0687
4,187.44,0.025364542,-0.1341,0.0945
1,187.44,0.045302759,-0.1282,0.1004
5,187.44,0.064412732,-0.0695,0.0827
2,187.44,0.083455677,-0.0723,0.0688
3,188.44,0.0,-0.0427,0.0288
4,188.44,0.03185106,-0.0571,0.0195
5,188.44,0.038137645,-0.0771,0.031
1,188.44,0.068866973,-0.0967,0.0256
2,188.44,0.078678714,-0.0476,0.0798
3,189.0,0.0,-0.0251,-0.0019
4,189.0,0.038242516,-0.0331,-0.0169
5,189.0,0.046646115,-0.0284,0.0102
2,189.0,0.046788888,-0.0582,-0.0054
1,189.0,0.087749872,-0.0558,-0.023
3,189.48,0.0,-0.0579,-0.0477
4,189.48,0.038836323,-0.0584,-0.0383
5,189.48,0.058104217,-0.0791,-0.0315
2,189.48,0.067649095,-0.0655,-0.0109
1,189.48,0.080806188,-0.0485,-0.0407
3,190.16,0.0,-0.0686,-0.065
5,190.16,0.050833847,-0.0937,-0.0793
4,190.16,0.061589122,-0.08,-0.1062
1,190.16,0.07016616,-0.0613,-0.0778
2,190.16,0.087488056,-0.0834,-0.0382
3,191.2,0.0,-0.0013,-0.1866
5,191.2,0.058381504,-0.0141,-0.1866
4,191.2,0.084489171,-0.0203,-0.1016
1,191.2,0.125520237,-0.0226,-0.1141
2,191.2,0.125571414,-0.047,-0.1493
3,192.32,0.0,0.1641,-0.0856
5,192.32,0.030700163,0.1908,-0.1011
2,192.32,0.092444578,0.1346,-0.1349
1,192.32,0.095477118,0.1617,-0.1485
4,192.32,0.203266451,0.0504,-0.0452
3,192.84,0.0,0.0745,0.0092
5,192.84,0.0214758,0.0824,0.002
1,192.84,0.068603936,0.099,-0.0045
2,192.84,0.076050773,0.0861,-0.0026
4,192.84,0.130532793,0.1311,-0.046
3,193.36,0.0,0.082,0.0512
5,193.36,0.039467075,0.0837,0.0695
1,193.36,0.056099376,0.0952,0.0268
2,193.36,0.071355799,0.0709,0.0342
4,193.36,0.09380032,0.1145,0.0246
3,194.0,0.0,0.0394,0.1232
2,194.0,0.037529988,0.0576,0.0771
5,194.0,0.039216451,0.0309,0.1215
4,194.0,0.047894154,0.098,0.0829
1,194.0,0.076654615,0.0591,0.0682
3,194.52,0.0,-0.0161,0.107
2,194.52,0.034062589,-0.0061,0.0884
4,194.52,0.049378943,-0.004,0.096
5,194.52,0.050912474,-0.0415,0.1051
1,194.52,0.083024093,0.0167,0.0923
3,195.2,0.0,-0.0772,0.0851
2,195.2,0.039911026,-0.0717,0.0719
5,195.2,0.050596937,-0.0836,0.0766
1,195.2,0.054871668,-0.0363,0.1294
4,195.2,0.086961198,-0.0319,0.0449
3,195.76,0.0,-0.0859,0.031
5,195.76,0.039984497,-0.0793,0.0211
2,195.76,0.040131409,-0.0516,0.0261
1,195.76,0.054620234,-0.0727,0.0533
4,195.76,0.12402661,-0.0208,0.0272
3,196.48,0.0,-0.0707,0.0141
2,196.48,0.035645056,-0.0711,0.0187
1,196.48,0.041521681,-0.0851,0.0479
5,196.48,0.074754866,-0.107,-0.0223
4,196.48,0.123261876,-0.039,0.0709
3,197.8,0.0,-0.1368,-0.0794
5,197.8,0.0,-0.0645,-0.0604
1,197.8,0.02804015,-0.1485,-0.0863
2,197.8,0.050064958,-0.1412,-0.0953
4,197.8,0.082180594,-0.1743,-0.0405
3,198.56,0.0,-0.0473,-0.0814
2,198.56,0.022189412,-0.0454,-0.052
1,198.56,0.058069786,-0.0512,-0.0382
5,198.56,0.058069786,-0.0252,-0.0277
4,198.56,0.109032335,-0.0364,-0.0319
